budget,revenue,actor,director,runtime,genre,variance,profit
70000000,111231041,Matthew McConaughey,Andy Tennant,112,Comedy,1.589014871,41231041
70000000,55011732,Kevin Costner,Andrew Davis,139,Action,0.7858818857,-14988268
70000000,39041505,Rachel Weisz,Alejandro Amenábar,127,Adventure,0.5577357857,-30958495
71000000,294456605,Eddie Murphy,Betty Thomas,85,Comedy,4.147276127,223456605
72000000,96889998,Jamie Foxx,Sam Mendes,125,Drama,1.345694417,24889998
72000000,27642707,Robert Redford,Rod Lurie,131,Action,0.3839264861,-44357293
72000000,210000000,Mel Gibson,Mel Gibson,177,Action,2.916666667,138000000
72000000,408247917,Mel Gibson,M. Night Shyamalan,106,Drama,5.670109958,336247917
72000000,37317558,Jim Carrey,Frank Darabont,152,Drama,0.5182994167,-34682442
72500000,162966177,Will Ferrell,Adam McKay,116,Comedy,2.247809338,90466177
73000000,229074524,Jeff Goldblum,Steven Spielberg,129,Adventure,3.138007178,156074524
73000000,151493655,Denzel Washington,Phillip Noyce,118,Drama,2.075255548,78493655
73000000,103891409,Nicolas Cage,Brian De Palma,98,Crime,1.423169986,30891409
74000000,311594032,Tom Kenny,Paul Tibbitt,93,Family,4.210730162,237594032
74000000,1156730962,Sandra Bullock,Kyle Balda,91,Family,15.63149949,1082730962
74500000,62172050,Maï Anh Le,Jean-Jacques Annaud,109,Adventure,0.8345241611,-12327950
75000000,180557550,Denzel Washington,Tony Scott,126,Action,2.407434,105557550
75000000,258270008,Angelina Jolie,Timur Bekmambetov,110,Action,3.443600107,183270008
75000000,226904017,Mickey Rourke,Tarsem Singh,110,Fantasy,3.025386893,151904017
75000000,224012234,Nicolas Cage,Simon West,115,Action,2.986829787,149012234
75000000,29000000,Steve Martin,Sam Weisman,90,Comedy,0.3866666667,-46000000
75000000,51142659,Harrison Ford,Ron Shelton,116,Action,0.68190212,-23857341
75000000,152368585,Kurt Russell,Ron Howard,137,Action,2.031581133,77368585
75000000,816969268,Will Smith,Roland Emmerich,145,Action,10.89292357,741969268
75000000,98159963,Katherine Heigl,Robert Luketic,100,Action,1.308799507,23159963
75000000,136982834,Mel Gibson,Richard Donner,135,Action,1.826437787,61982834
75000000,114660784,Mel Gibson,Randall Wallace,138,Action,1.528810453,39660784
75000000,19598588,Johnny Depp,Rand Ravich,109,Drama,0.2613145067,-55401412
75000000,196482882,Adam Sandler,Peter Segal,99,Comedy,2.61977176,121482882
75000000,195745823,Adam Sandler,Peter Segal,106,Comedy,2.609944307,120745823
75000000,14567883,Kurt Russell,Paul W.S. Anderson,99,Action,0.19423844,-60432117
75000000,132274484,Milla Jovovich,Paul W.S. Anderson,110,Adventure,1.763659787,57274484
75000000,288500217,Matt Damon,Paul Greengrass,108,Action,3.84666956,213500217
75000000,140464664,Robert Duvall,Mimi Leder,120,Action,1.872862187,65464664
75000000,119000410,Tom Hanks,Mike Nichols,102,Comedy,1.586672133,44000410
75000000,342695435,Jason Lee,Mike Mitchell,87,Comedy,4.569272467,267695435
75000000,335062621,Sean Connery,Michael Bay,136,Action,4.467501613,260062621
75000000,142400065,Antonio Banderas,Martin Campbell,129,Action,1.898667533,67400065
75000000,215663859,Chris O'Donnell,Martin Campbell,124,Action,2.87551812,140663859
75000000,42285169,Paul Giamatti,M. Night Shyamalan,110,Drama,0.5638022533,-32714831
75000000,248118121,Bruce Willis,M. Night Shyamalan,106,Action,3.308241613,173118121
75000000,117698894,Jesse Eisenberg,Louis Leterrier,115,Thriller,1.569318587,42698894
75000000,61458982,Adam Sandler,Judd Apatow,146,Comedy,0.8194530933,-13541018
75000000,14010690,Jamie Lee Curtis,John Bruno,99,Horror,0.1868092,-60989310
75000000,5409517,Brendan Fraser,Henry Selick,93,Adventure,0.07212689333,-69590483
75000000,54249294,John Travolta,Harold Becker,89,Mystery,0.72332392,-20750706
75000000,108145109,Henry Cavill,Guy Ritchie,116,Comedy,1.441934787,33145109
75000000,46683377,Sandra Bullock,Griffin Dunne,104,Drama,0.6224450267,-28316623
75000000,140175006,Ryan Newman,Gil Kenan,91,Animation,1.86900008,65175006
75000000,691210692,Jennifer Lawrence,Gary Ross,142,Science Fiction,9.21614256,616210692
75000000,532680671,Ben Stiller,Eric Darnell,86,Family,7.102408947,457680671
75000000,36754634,Matt Damon,Don Bluth,94,Animation,0.4900617867,-38245366
75000000,527068851,Dan Castellaneta,David Silverman,87,Animation,7.02758468,452068851
75000000,108000000,George Clooney,David O. Russell,114,Action,1.44,33000000
75000000,260696994,Robin Williams,Chris Wedge,91,Animation,3.47595992,185696994
75000000,200276000,Tom Cruise,Bryan Singer,121,Drama,2.670346667,125276000
75000000,157299717,Patrick Stewart,Bryan Singer,104,Adventure,2.09732956,82299717
75000000,93888180,Sandra Bullock,Bronwen Hughes,105,Comedy,1.2518424,18888180
75000000,152930623,Ben Stiller,Brett Ratner,104,Action,2.039074973,77930623
75000000,13596911,Chris Rock,Bobby Farrelly,95,Adventure,0.1812921467,-61403089
75000000,367275019,Will Smith,Bibo Bergeron,90,Animation,4.897000253,292275019
75000000,443140005,Zachary Levi,Betty Thomas,88,Comedy,5.9085334,368140005
75000000,67631903,Bruce Willis,Barry Levinson,123,Action,0.9017587067,-7368097
75000000,13100000,Dustin Hoffman,Barry Levinson,134,Science Fiction,0.1746666667,-61900000
75000000,59418613,Tom Cruise,Adam Shankman,123,Comedy,0.7922481733,-15581387
76000000,970761885,Steve Carell,Pierre Coffin,98,Animation,12.7731827,894761885
76000000,236350661,Paul Walker,John Singleton,107,Action,3.109877118,160350661
76000000,35134820,Rene Russo,Des McAnuff,88,Adventure,0.4623002632,-40865180
76000000,69959751,Clive Owen,Alfonso Cuarón,109,Drama,0.9205230395,-6040249
78000000,179265204,Sean Connery,Stephen Norrington,110,Fantasy,2.298271846,101265204
78000000,179179718,Ben Affleck,Mark Steven Johnson,103,Fantasy,2.297175872,101179718
78000000,248384621,Bill Hader,Cody Cameron,95,Animation,3.184418218,170384621
78000000,209196298,Anthony Hopkins,Brett Ratner,124,Crime,2.682003821,131196298
78146652,60000000,Clive Owen,Tony Gilroy,125,Thriller,0.7677872112,-18146652
79000000,926287400,Elijah Wood,Peter Jackson,179,Adventure,11.72515696,847287400
79000000,149673788,Adam Sandler,Dennis Dugan,91,Comedy,1.894604911,70673788
79000000,355692760,Dwayne Johnson,Brad Peyton,94,Adventure,4.50244,276692760
79000000,173013509,Jude Law,Anthony Minghella,154,Drama,2.190044418,94013509
80000000,140073390,Emily Barclay,Zack Snyder,97,Animation,1.750917375,60073390
80000000,484572835,Jim Carrey,Tom Shadyac,101,Fantasy,6.057160438,404572835
80000000,254455986,Bradley Cooper,Todd Phillips,102,Comedy,3.180699825,174455986
80000000,155019340,Bruce Willis,Tim Johnson,83,Comedy,1.93774175,75019340
80000000,280000000,Michael Keaton,Tim Burton,126,Action,3.5,200000000
80000000,73345029,Eddie Murphy,Ted Demme,108,Comedy,0.9168128625,-6654971
80000000,274470394,Sylvester Stallone,Sylvester Stallone,103,Action,3.430879925,194470394
80000000,162944923,Nicole Kidman,Sydney Pollack,128,Action,2.036811538,82944923
80000000,37384046,Kiefer Sutherland,Steve 'Spaz' Williams,94,Family,0.467300575,-42615954
80000000,415885488,Brendan Fraser,Stephen Sommers,124,Adventure,5.1985686,335885488
80000000,136159423,Gary Oldman,Stephen Hopkins,130,Adventure,1.701992788,56159423
80000000,123729176,Guy Pearce,Simon Wells,96,Science Fiction,1.5466147,43729176
80000000,163733697,Reese Witherspoon,Seth Gordon,88,Comedy,2.046671213,83733697
80000000,233093859,Keanu Reeves,Scott Derrickson,103,Drama,2.913673238,153093859
80000000,181001478,Tom Hanks,Sam Mendes,117,Thriller,2.262518475,101001478
80000000,309492681,Mel Gibson,Ron Howard,117,Action,3.868658513,229492681
80000000,34566746,Kevin Costner,Roger Donaldson,145,Drama,0.432084325,-45433254
80000000,39459427,Matt Damon,Robert Redford,126,Fantasy,0.4932428375,-40540573
80000000,53825515,Judi Dench,Rob Marshall,112,Drama,0.6728189375,-26174485
80000000,159212469,Sylvester Stallone,Rob Cohen,115,Action,1.990155863,79212469
80000000,19480739,Paul Walker,Richard Donner,116,Action,0.2435092375,-60519261
80000000,78000586,Stellan Skarsgård,Renny Harlin,114,Horror,0.975007325,-1999414
80000000,230685453,Steve Carell,Peter Segal,110,Action,2.883568163,150685453
80000000,5989640,Heike Makatsch,Peter Hyams,110,Thriller,0.0748705,-74010360
80000000,15071514,Nicole Kidman,Oliver Hirschbiegel,99,Science Fiction,0.188393925,-64928486
80000000,126546518,Charlie Rowe,Neil Nightingale,87,Animation,1.581831475,46546518
80000000,266728738,Jack Nicholson,Nancy Meyers,128,Drama,3.334109225,186728738
80000000,214104620,Christian Bale,Michael Mann,140,History,2.67630775,134104620
80000000,294804195,Leonardo DiCaprio,Martin Scorsese,138,Drama,3.685052438,214804195
80000000,74901339,Mel Gibson,Martin Campbell,117,Crime,0.9362667375,-5098661
80000000,118880016,Kevin Costner,Luis Mandoki,131,Drama,1.4860002,38880016
80000000,177977226,Robin Williams,Les Mayfield,93,Comedy,2.224715325,97977226
80000000,17626234,Kevin Costner,Kevin Costner,177,Drama,0.220327925,-62373766
80000000,122563539,Matt Damon,Kelly Asbury,83,Western,1.532044238,42563539
80000000,122444772,Bruce Willis,Jonathan Mostow,89,Action,1.53055965,42444772
80000000,96105964,Denzel Washington,Jonathan Demme,129,Drama,1.20132455,16105964
80000000,245676146,John Travolta,John Woo,138,Action,3.070951825,165676146
80000000,10166502,Benjamin Bratt,John Dahl,132,Action,0.127081275,-69833498
80000000,230000000,Michael Jordan,Joe Pytka,88,Animation,2.875,150000000
80000000,68514844,Brendan Fraser,Joe Dante,90,Animation,0.85643555,-11485156
80000000,516642939,Ben Stiller,Jay Roach,115,Comedy,6.458036738,436642939
80000000,91188905,Liam Neeson,Jan de Bont,113,Horror,1.139861313,11188905
80000000,55041367,Adam Sandler,James L. Brooks,130,Comedy,0.6880170875,-24958633
80000000,98376292,David Duchovny,Ivan Reitman,101,Action,1.22970365,18376292
80000000,176885658,Robert De Niro,Harold Ramis,103,Comedy,2.211070725,96885658
80000000,466183544,Adam Sandler,Genndy Tartakovsky,89,Animation,5.8272943,386183544
80000000,169852759,Kevin James,Frank Coraci,102,Comedy,2.123159488,89852759
80000000,201584141,Dan Aykroyd,Eric Brevig,80,Comedy,2.519801763,121584141
80000000,271430189,Adam Sandler,Dennis Dugan,102,Comedy,3.392877363,191430189
80000000,214918407,Jennifer Aniston,Dennis Dugan,117,Romance,2.686480088,134918407
80000000,246984278,Adam Sandler,Dennis Dugan,100,Comedy,3.087303475,166984278
80000000,145771527,Chris Sanders,Dean DeBlois,85,Animation,1.822144088,65771527
80000000,178066569,Shia LaBeouf,D.J. Caruso,118,Mystery,2.225832113,98066569
80000000,116643346,Samuel L. Jackson,Clark Johnson,117,Action,1.458041825,36643346
80000000,660940780,Ray Romano,Carlos Saldanha,91,Animation,8.26175975,580940780
80000000,457696359,Tom Cruise,Brian De Palma,110,Adventure,5.721204488,377696359
80000000,33463969,Val Kilmer,Antony Hoffman,106,Thriller,0.4182996125,-46536031
80000000,157107755,Denzel Washington,Albert Hughes,118,Action,1.963846938,77107755
80000000,212874442,Adam Sandler,Adam Shankman,99,Fantasy,2.660930525,132874442
81000000,403802136,Taron Egerton,Matthew Vaughn,130,Crime,4.985211556,322802136
82000000,89792502,Emily Browning,Zack Snyder,110,Action,1.095030512,7792502
82000000,96085477,Arnold Schwarzenegger,Roger Spottiswoode,123,Action,1.17177411,14085477
82000000,190320568,Adam Sandler,Peter Segal,113,Comedy,2.320982537,108320568
82000000,47434430,Jim Carrey,Miloš Forman,118,Comedy,0.5784686585,-34565570
82500000,237681299,Adam Sandler,Frank Coraci,107,Comedy,2.880985442,155181299
83000000,59468275,Mark Addy,Brian Levant,90,Science Fiction,0.716485241,-23531725
84000000,275650703,Freddie Prinze Jr.,Raja Gosnell,88,Mystery,3.281555988,191650703
84000000,123307945,Eddie Murphy,Peter Segal,106,Fantasy,1.467951726,39307945
85000000,315156409,Harrison Ford,Wolfgang Petersen,124,Action,3.707722459,230156409
85000000,71485043,Robin Williams,Vincent Ward,113,Drama,0.8410005059,-13514957
85000000,77741732,Robert De Niro,Tom Dey,95,Action,0.9146086118,-7258268
85000000,183018522,Julia Roberts,Tarsem Singh,106,Adventure,2.153159082,98018522
85000000,450717150,George Clooney,Steven Soderbergh,116,Thriller,5.302554706,365717150
85000000,311312624,George Clooney,Steven Soderbergh,122,Crime,3.662501459,226312624
85000000,197309027,Martin Lawrence,Roger Allers,83,Adventure,2.321282671,112309027
85000000,59908565,Matt Damon,Robert De Niro,167,Drama,0.7048066471,-25091435
85000000,162242962,Zhang Ziyi,Rob Marshall,145,Drama,1.908740729,77242962
85000000,80916492,Dwayne Johnson,Peter Berg,104,Adventure,0.9519587294,-4083508
85000000,131426169,Nicole Kidman,Nora Ephron,102,Comedy,1.546190224,46426169
85000000,288747895,Shailene Woodley,Neil Burger,139,Action,3.397034059,203747895
85000000,194168700,Cameron Diaz,Nancy Meyers,136,Comedy,2.284337647,109168700
85000000,219103655,Meryl Streep,Nancy Meyers,121,Comedy,2.577690059,134103655
85000000,340487652,Patrick Dempsey,Kevin Lima,107,Comedy,4.005737082,255487652
85000000,183611771,Glenn Close,Kevin Lima,100,Comedy,2.160138482,98611771
85000000,158468292,Lucas Black,Justin Lin,104,Action,1.864332847,73468292
85000000,363164265,Vin Diesel,Justin Lin,107,Action,4.272520765,278164265
85000000,252712101,Tate Donovan,John Musker,93,Animation,2.973083541,167712101
85000000,137298489,Arnold Schwarzenegger,John McTiernan,130,Adventure,1.615276341,52298489
85000000,297138014,Jim Carrey,Jimmy Hayward,88,Animation,3.495741341,212138014
85000000,160388063,Ron Perlman,Guillermo del Toro,120,Adventure,1.886918388,75388063
85000000,358375603,Adam Sandler,Genndy Tartakovsky,91,Animation,4.216183565,273375603
85000000,222231186,Hayden Christensen,Doug Liman,88,Adventure,2.614484541,137231186
85000000,186072214,Adam Sandler,Dennis Dugan,115,Comedy,2.189084871,101072214
85000000,208076205,Denzel Washington,Daniel Espinosa,115,Action,2.447955353,123076205
85000000,112483764,James Marsden,Brad Peyton,82,Comedy,1.3233384,27483764
85000000,149044513,Shia LaBeouf,Ash Brannon,85,Animation,1.753464859,64044513
85000000,78382433,Arnold Schwarzenegger,Andrew Davis,108,Action,0.9221462706,-6617567
86000000,14373825,Hayden Christensen,Joby Harold,84,Thriller,0.1671375,-71626175
87000000,351692268,Anthony Hopkins,Ridley Scott,131,Crime,4.042439862,264692268
87000000,71073932,Ice Cube,Lee Tamahori,101,Action,0.8169417471,-15926068
87000000,148336445,Jeff Bridges,Gary Ross,141,Drama,1.705016609,61336445
88000000,105316267,Heath Ledger,Terry Gilliam,118,Adventure,1.196775761,17316267
88000000,108539911,Russell Crowe,Ron Howard,144,Romance,1.23340808,20539911
88000000,243637091,Adam Sandler,Chris Columbus,105,Action,2.768603307,155637091
90000000,14828081,James Spader,Walter Hill,91,Science Fiction,0.1647564556,-75171919
90000000,250649836,Will Smith,Tony Scott,132,Action,2.784998178,160649836
90000000,304320254,Ming-Na Wen,Tony Bancroft,88,Animation,3.381336156,214320254
90000000,174578751,Logan Lerman,Thor Freudenthal,106,Adventure,1.9397639,84578751
90000000,171120329,Jodie Foster,Robert Zemeckis,150,Drama,1.901336989,81120329
90000000,429632142,Tom Hanks,Robert Zemeckis,143,Adventure,4.773690467,339632142
90000000,182290266,Eddie Murphy,Rob Minkoff,99,Thriller,2.0254474,92290266
90000000,161626121,Mel Gibson,Paul Abascal,100,Drama,1.795845789,71626121
90000000,206172544,Sylvester Stallone,Patrick Hughes,127,Action,2.290806044,116172544
90000000,60289912,Al Pacino,Michael Mann,157,Drama,0.6698879111,-29710088
90000000,289847354,Leonardo DiCaprio,Martin Scorsese,151,Drama,3.220526156,199847354
90000000,142940100,Brad Pitt,Martin Brest,178,Fantasy,1.588223333,52940100
90000000,162839667,Freddie Highmore,Mark Waters,95,Adventure,1.809329633,72839667
90000000,48795021,Jason Momoa,Marcus Nispel,113,Adventure,0.5421669,-41204979
90000000,263920180,Bruce Willis,Luc Besson,126,Adventure,2.932446444,173920180
90000000,366101666,Bruce Willis,John McTiernan,128,Action,4.067796289,276101666
90000000,485015179,Tom Hanks,John Lasseter,92,Animation,5.389057544,395015179
90000000,524028679,Robert Downey Jr.,Guy Ritchie,128,Adventure,5.822540878,434028679
90000000,69131860,James Cromwell,George Miller,92,Adventure,0.7681317778,-20868140
90000000,102000000,Nicole Kidman,Frank Oz,93,Action,1.133333333,12000000
90000000,237202299,Nicolas Cage,Dominic Sena,118,Action,2.6355811,147202299
90000000,201596308,Adam Sandler,Dennis Dugan,113,Comedy,2.239958978,111596308
90000000,232617430,Daniel Craig,David Fincher,158,Thriller,2.584638111,142617430
90000000,113493481,Sylvester Stallone,Danny Cannon,96,Science Fiction,1.261038678,23493481
90000000,65900249,Ryan Phillippe,Clint Eastwood,132,War,0.7322249889,-24099751
90000000,886686817,Ray Romano,Carlos Saldanha,94,Animation,9.852075744,796686817
90000000,484635760,Jesse Eisenberg,Carlos Saldanha,96,Animation,5.384841778,394635760
90000000,60874615,Gary Sinise,Brian De Palma,114,Science Fiction,0.6763846111,-29125385
90000000,347325802,Chris Tucker,Brett Ratner,90,Action,3.859175578,257325802
90000000,140396650,Vin Diesel,Breck Eisner,106,Fantasy,1.559962778,50396650
90000000,188133322,Ben Stiller,Ben Stiller,114,Adventure,2.090370244,98133322
90000000,589390539,Tommy Lee Jones,Barry Sonnenfeld,98,Action,6.548783767,499390539
90000000,16178959,Nathan Lane,Andrei Konchalovsky,110,Fantasy,0.1797662111,-73821041
90000000,140807547,Harrison Ford,Alan J. Pakula,107,Crime,1.5645283,50807547
92000000,143049560,Robert Redford,Tony Scott,126,Action,1.554886522,51049560
92000000,172989651,Josh Hartnett,Ridley Scott,144,Action,1.880322293,80989651
92000000,264105545,Cameron Diaz,McG,98,Action,2.870712446,172105545
92000000,304654182,Bruce Willis,John Moore,98,Action,3.3114585,212654182
92000000,494471524,Helen Hunt,Jan de Bont,113,Action,5.374690478,402471524
92000000,631442092,Craig T. Nelson,Brad Bird,115,Action,6.863501,539442092
92000000,188072649,Ben Stiller,Ben Stiller,107,Action,2.044267924,96072649
93000000,482860185,Andy Serkis,Rupert Wyatt,105,Thriller,5.192045,389860185
93000000,871368364,Elijah Wood,Peter Jackson,178,Adventure,9.369552301,778368364
93000000,368780809,Sam Neill,Joe Johnston,92,Adventure,3.965385043,275780809
94000000,54744738,Kip Pardue,Renny Harlin,116,Action,0.5823908298,-39255262
94000000,1118888979,Elijah Wood,Peter Jackson,201,Adventure,11.90307424,1024888979
94000000,864625978,Albert Brooks,Andrew Stanton,100,Animation,9.198148702,770625978
95000000,877244782,John Leguizamo,Steve Martino,88,Animation,9.2341556,782244782
95000000,114178613,Jeff Bridges,Sergey Bodrov,102,Adventure,1.201880137,19178613
95000000,190213455,Elisabeth Shue,Paul Verhoeven,112,Action,2.002246895,95213455
95000000,250288523,Antonio Banderas,Martin Campbell,136,Adventure,2.634616032,155288523
95000000,542351353,Lily James,Kenneth Branagh,112,Romance,5.708961611,447351353
95000000,156505388,Angelina Jolie,Jan de Bont,117,Action,1.647425137,61505388
95000000,76432727,Kenneth Branagh,Don Michael Paul,89,Adventure,0.8045550211,-18567273
95000000,226497209,Logan Lerman,Chris Columbus,118,Adventure,2.384181147,131497209
98000000,433013274,Brendan Fraser,Stephen Sommers,130,Action,4.418502796,335013274
98000000,18517322,Geena Davis,Renny Harlin,119,Action,0.1889522653,-79482678
99000000,246233113,Noah Schnapp,Steve Martino,88,Adventure,2.487203162,147233113
100000000,103039258,Johnny Depp,Wally Pfister,119,Thriller,1.03039258,3039258
100000000,150166126,Denzel Washington,Tony Scott,106,Thriller,1.50166126,50166126
100000000,167805466,Denzel Washington,Tony Scott,98,Action,1.67805466,67805466
100000000,330579719,Ioan Gruffudd,Tim Story,106,Action,3.30579719,230579719
100000000,362211740,Mark Wahlberg,Tim Burton,119,Thriller,3.6221174,262211740
100000000,206071502,Johnny Depp,Tim Burton,105,Drama,2.06071502,106071502
100000000,235926552,Haley Joel Osment,Steven Spielberg,146,Drama,2.35926552,135926552
100000000,249288105,Ed Speleers,Stefen Fangmeier,104,Fantasy,2.49288105,149288105
100000000,100086793,Max Records,Spike Jonze,101,Family,1.00086793,86793
100000000,312573423,Sylvester Stallone,Simon West,103,Action,3.12573423,212573423
100000000,7103973,Eddie Murphy,Ron Underwood,95,Action,0.07103973,-92896027
100000000,93820758,Chris Hemsworth,Ron Howard,122,Thriller,0.93820758,-6179242
100000000,155464351,Harrison Ford,Robert Zemeckis,130,Drama,1.55464351,55464351
100000000,266465037,Denzel Washington,Ridley Scott,157,Drama,2.66465037,166465037
100000000,425368238,Jamie Foxx,Quentin Tarantino,165,Drama,4.25368238,325368238
100000000,82102379,Halle Berry,Pitof,104,Action,0.82102379,-17897621
100000000,242988466,Bill Hader,Phil Lord,90,Animation,2.42988466,142988466
100000000,211989043,Arnold Schwarzenegger,Peter Hyams,121,Action,2.11989043,111989043
100000000,310650585,Robert De Niro,Paul Weitz,98,Comedy,3.10650585,210650585
100000000,94882889,Matt Damon,Paul Greengrass,115,Action,0.94882889,-5117111
100000000,121975011,Jeremy Sumpter,P.J. Hogan,113,Adventure,1.21975011,21975011
100000000,288347692,Sarah Jessica Parker,Michael Patrick King,146,Comedy,2.88347692,188347692
100000000,193772504,Leonardo DiCaprio,Martin Scorsese,167,Drama,1.93772504,93772504
100000000,392000694,Leonardo DiCaprio,Martin Scorsese,180,Crime,3.92000694,292000694
100000000,169327687,David Spade,Mark Dindal,78,Adventure,1.69327687,69327687
100000000,35168966,Harrison Ford,Kathryn Bigelow,138,Thriller,0.35168966,-64831034
100000000,347451894,Nicolas Cage,Jon Turteltaub,131,Adventure,3.47451894,247451894
100000000,336529144,Val Kilmer,Joel Schumacher,121,Science Fiction,3.36529144,236529144
100000000,108103450,Viggo Mortensen,Joe Johnston,136,Western,1.0810345,8103450
100000000,520000000,Arnold Schwarzenegger,James Cameron,137,Action,5.2,420000000
100000000,384335608,Lombardo Boyar,George Miller,108,Music,3.84335608,284335608
100000000,100138851,Tom Hulce,Gary Trousdale,91,Family,1.00138851,138851
100000000,230427240,Keanu Reeves,Francis Lawrence,121,Drama,2.3042724,130427240
100000000,278346189,Johnny Depp,Florian Henckel von Donnersmarck,103,Action,2.78346189,178346189
100000000,170877916,Leonardo DiCaprio,Edward Zwick,143,Drama,1.70877916,70877916
100000000,202026112,Jim Carrey,Dean Parisot,90,Comedy,2.02026112,102026112
100000000,97838349,Vince Vaughn,David Dobkin,116,Action,0.97838349,-2161651
100000000,242295562,Arnold Schwarzenegger,Chuck Russell,115,Action,2.42295562,142295562
100000000,268426634,Josh Hutcherson,Chris Wedge,102,Animation,2.68426634,168426634
100000000,876688482,Daniel Radcliffe,Chris Columbus,161,Adventure,8.76688482,776688482
100000000,93700000,Robin Williams,Chris Columbus,131,Comedy,0.937,-6300000
100000000,243400000,Dwayne Johnson,Brett Ratner,99,Action,2.434,143400000
100000000,68688831,Will Ferrell,Brad Silberling,102,Adventure,0.68688831,-31311169
100000000,170432927,Will Ferrell,Adam McKay,107,Action,1.70432927,70432927
102000000,358372926,Tom Cruise,Steven Spielberg,145,Action,3.513460059,256372926
102000000,130482868,Tom Hanks,Lilly Wachowski,172,Drama,1.279243804,28482868
102000000,147080413,John Travolta,Dominic Sena,99,Action,1.441964833,45080413
103000000,362000072,Bradley Cooper,Todd Phillips,100,Comedy,3.514563806,259000072
103000000,457640427,Russell Crowe,Ridley Scott,155,Action,4.443110942,354640427
103000000,500188435,Jesse Eisenberg,Carlos Saldanha,102,Animation,4.856198398,397188435
105000000,267045765,Anika Noni Rose,Ron Clements,97,Romance,2.543293,162045765
105000000,266000000,Steven Strait,Roland Emmerich,109,Adventure,2.533333333,161000000
105000000,347434178,Neil Patrick Harris,Raja Gosnell,105,Fantasy,3.308896933,242434178
105000000,121214377,Casper Van Dien,Paul Verhoeven,129,Adventure,1.154422638,16214377
105000000,133718711,Edgar Ramírez,Ericson Core,114,Action,1.273511533,28718711
105000000,115772733,Vin Diesel,David Twohy,119,Adventure,1.102597457,10772733
105000000,351040419,Leonardo DiCaprio,Baz Luhrmann,143,Drama,3.343242086,246040419
105000000,716392705,Sandra Bullock,Alfonso Cuarón,91,Science Fiction,6.822787667,611392705
107000000,87713825,Will Smith,Michael Mann,157,Drama,0.8197553738,-19286175
108000000,595380321,Matt Damon,Ridley Scott,141,Drama,5.51278075,487380321
110000000,103951461,Randy Quaid,Will Finn,76,Western,0.9450132818,-6048539
110000000,362744280,George Clooney,Steven Soderbergh,125,Thriller,3.297675273,252744280
110000000,574480841,Ben Stiller,Shawn Levy,108,Action,5.2225531,464480841
110000000,299268508,Hugh Jackman,Shawn Levy,127,Action,2.7206228,189268508
110000000,215294342,Mel Gibson,Roland Emmerich,165,Drama,1.957221291,105294342
110000000,333011068,Pierce Brosnan,Roger Spottiswoode,119,Adventure,3.027373345,223011068
110000000,295238201,Shailene Woodley,Robert Schwentke,119,Adventure,2.683983645,185238201
110000000,563749323,Neil Patrick Harris,Raja Gosnell,103,Animation,5.124993845,453749323
110000000,293329073,Angelina Jolie,Phillip Noyce,100,Action,2.666627936,183329073
110000000,337580051,Sullivan Stapleton,Noam Murro,102,Action,3.068909555,227580051
110000000,228738393,Nicolas Cage,Mark Steven Johnson,114,Thriller,2.079439936,118738393
110000000,383531464,Bruce Willis,Len Wiseman,128,Action,3.486649673,273531464
110000000,177238796,Liam Neeson,Joe Carnahan,117,Thriller,1.611261782,67238796
110000000,125537191,Asa Butterfield,Gavin Hood,114,Science Fiction,1.141247191,15537191
110000000,72178895,Jackie Chan,Frank Coraci,120,Action,0.6561717727,-37821105
110000000,478207520,Angelina Jolie,Doug Liman,120,Action,4.347341091,368207520
110000000,214948780,Patrick Stewart,Bryan Singer,133,Adventure,1.954079818,104948780
110000000,470490832,Dwayne Johnson,Brad Peyton,114,Action,4.277189382,360490832
110000000,712171856,Kristen Stewart,Bill Condon,117,Adventure,6.4742896,602171856
112000000,237382724,Emily Blunt,Rob Letterman,85,Comedy,2.119488607,125382724
113000000,850000000,Ewan McGregor,George Lucas,140,Science Fiction,7.522123894,737000000
115000000,274703340,Angelina Jolie,Simon West,100,Adventure,2.388724696,159703340
115000000,286140700,Matt Damon,Neill Blomkamp,109,Science Fiction,2.48818,171140700
115000000,562816256,John Goodman,Lee Unkrich,92,Fantasy,4.8940544,447816256
115000000,77628265,Nicolas Cage,John Woo,134,Drama,0.6750283913,-37371735
115000000,378882411,Arnold Schwarzenegger,James Cameron,141,Action,3.294629661,263882411
115000000,924317558,Liam Neeson,George Lucas,136,Adventure,8.037543983,809317558
116000000,178127760,Pierce Brosnan,Roger Donaldson,108,Action,1.535584138,62127760
116000000,102000000,Leonardo DiCaprio,Martin Scorsese,170,Drama,0.8793103448,-14000000
117000000,261930431,Tom Cruise,James Mangold,109,Action,2.238721632,144930431
120000000,325756637,George Clooney,Wolfgang Petersen,130,Drama,2.714638642,205756637
120000000,169956806,Michael J. Fox,Rob Minkoff,78,Family,1.416306717,49956806
120000000,227817248,Seth Rogen,Michel Gondry,119,Action,1.898477067,107817248
120000000,259175788,Cameron Diaz,McG,106,Action,2.159798233,139175788
120000000,93945766,Emile Hirsch,Lana Wachowski,135,Family,0.7828813833,-26054234
120000000,286168572,Tom Cruise,Joseph Kosinski,126,Action,2.3847381,166168572
120000000,239379423,Joel Kinnaman,José Padilha,102,Science Fiction,1.994828525,119379423
120000000,461983149,Owen Wilson,John Lasseter,117,Animation,3.849859575,341983149
