budget,revenue,actor,director,runtime,genre,profit
55000000,70016220,Russell Crowe,James Mangold,122,Western,15016220
55000000,330444045,Ben Stiller,Jay Roach,108,Comedy,275444045
55000000,127600435,Sean Connery,Jerry Zucker,134,Action,72600435
55000000,231449203,Jason Biggs,Jesse Dylan,103,Comedy,176449203
55000000,6416302,Sylvester Stallone,Jim Gillespie,96,Action,-48583698
55000000,110000000,Owen Wilson,Jimmy Hayward,91,Animation,55000000
55000000,41610884,Robert De Niro,John Frankenheimer,122,Action,-13389116
55000000,187361754,Jim Carrey,Mark Waters,94,Comedy,132361754
55000000,346079773,Irene Bedard,Mike Gabriel,81,Adventure,291079773
55000000,100230832,Al Pacino,Oliver Stone,150,Drama,45230832
55000000,95000000,Tom Hanks,Paul Greengrass,134,Action,40000000
55000000,259207227,Nicole Kidman,Paul King,95,Comedy,204207227
55000000,65664721,Bruce Willis,Richard Donner,105,Action,10664721
55000000,300218018,Marlon Brando,Richard Donner,143,Adventure,245218018
55000000,127906624,Jackie Chan,Rob Minkoff,104,Action,72906624
55000000,11466088,Ray Liotta,Robert Butler,100,Action,-43533912
55000000,223387299,Jodie Foster,Robert Schwentke,98,Thriller,168387299
55000000,677945399,Tom Hanks,Robert Zemeckis,142,Comedy,622945399
55000000,196567262,Kurt Russell,Roland Emmerich,121,Action,141567262
55000000,152263880,Steve Carell,Shawn Levy,97,Comedy,97263880
55000000,89519773,Cher,Steve Antin,119,Drama,34519773
55000000,9450897,Sean Penn,Steven Zaillian,125,Drama,-45549103
55000000,121969216,Kurt Russell,Stuart Baird,133,Action,66969216
55000000,31987563,Eddie Murphy,Thomas Carter,117,Action,-23012437
55000000,56932305,Jackie Chan,Tom Dey,110,Adventure,1932305
55000000,18626419,Robert De Niro,Tony Scott,116,Drama,-36373581
55000000,9489829,Sylvester Stallone,Walter Hill,92,Action,-45510171
55000000,154906693,Jennifer Lopez,Wayne Wang,105,Comedy,99906693
55000000,34234008,Tommy Lee Jones,William Friedkin,94,Drama,-20765992
56000000,113006880,Vin Diesel,Adam Shankman,95,Action,57006880
56000000,19701164,Mark Wahlberg,Allen Hughes,109,Thriller,-36298836
56000000,142044638,Robert De Niro,Garry Marshall,118,Comedy,86044638
56000000,57223890,Dwayne Johnson,Kevin Bray,86,Adventure,1223890
56000000,12923936,Stephen Lang,Ronald F. Maxwell,214,Drama,-43076064
57000000,52034889,Orlando Bloom,Cameron Crowe,123,Comedy,-4965111
57000000,147845033,Brad Pitt,Gore Verbinski,123,Action,90845033
57000000,62112895,Nicolas Cage,John Madden,131,Drama,5112895
57000000,28283637,Brady Corbet,Jonathan Frakes,95,Action,-28716363
57000000,159055768,Sylvester Stallone,Marco Brambilla,115,Action,102055768
57000000,149217355,Nicolas Cage,Mark Neveldine,95,Action,92217355
57000000,115267375,Dennis Quaid,Rob Cohen,103,Fantasy,58267375
57000000,16991902,Mark Wahlberg,Stephen Herek,105,Music,-40008098
57000000,152944660,Keanu Reeves,Taylor Hackford,144,Drama,95944660
58000000,50365377,Bryan Cranston,Anthony Hemingway,125,Drama,-7634623
58000000,25928721,Richard Gere,Francis Ford Coppola,127,Music,-32071279
58000000,85280250,Hugh Grant,Marc Lawrence,103,Comedy,27280250
58000000,102854431,Reese Witherspoon,Mark Waters,95,Comedy,44854431
58000000,352194034,Pierce Brosnan,Martin Campbell,130,Adventure,294194034
58000000,150170815,Jack Black,Rob Letterman,103,Adventure,92170815
58000000,71664962,Bruce Willis,Robert Schwentke,111,Action,13664962
58000000,44000000,Owen Wilson,Shawn Levy,119,Comedy,-14000000
58800000,542307423,Bradley Cooper,Clint Eastwood,134,War,483507423
59000000,383257136,Ray Romano,Chris Wedge,81,Animation,324257136
60000000,129181830,Steve Martin,Adam Shankman,94,Adventure,69181830
60000000,30800231,Colin Farrell,Akiva Goldsman,118,Drama,-29199769
60000000,484409218,Mike Myers,Andrew Adamson,90,Adventure,424409218
60000000,128038368,Michael Douglas,Andrew Davis,107,Crime,68038368
60000000,55987321,Dwayne Johnson,Andrzej Bartkowiak,100,Action,-4012679
60000000,127766650,Ben Stiller,Bobby Farrelly,116,Comedy,67766650
60000000,124745083,Nicolas Cage,Brett Ratner,125,Comedy,64745083
60000000,61347797,Pierce Brosnan,Brett Ratner,97,Action,1347797
60000000,129832389,Arnold Schwarzenegger,Brian Levant,89,Comedy,69832389
60000000,95673607,Eddie Murphy,Brian Robbins,101,Comedy,35673607
60000000,50650079,Eddie Murphy,Brian Robbins,90,Comedy,-9349921
60000000,47383689,Kate Hudson,Cameron Crowe,122,Drama,-12616311
60000000,13395939,Jude Law,Charles Shyer,103,Comedy,-46604061
60000000,218340595,Tom Cruise,Christopher McQuarrie,130,Crime,158340595
60000000,165333180,Dwayne Johnson,Chuck Russell,92,Action,105333180
60000000,77920346,Michael Douglas,Clark Johnson,108,Action,17920346
60000000,122233971,Morgan Freeman,Clint Eastwood,134,Drama,62233971
60000000,244082376,Owen Wilson,David Frankel,115,Comedy,184082376
60000000,30418560,Johnny Depp,David Koepp,106,Comedy,-29581440
60000000,101134059,Jennifer Lawrence,David O. Russell,124,Comedy,41134059
60000000,214034224,Matt Damon,Doug Liman,119,Action,154034224
60000000,47664559,Michael Cera,Edgar Wright,112,Action,-12335441
60000000,171757863,Woody Allen,Eric Darnell,83,Adventure,111757863
60000000,176070171,Mark Wahlberg,F. Gary Gray,111,Thriller,116070171
60000000,16000000,Steven Seagal,Félix Enríquez Alcalá,105,Action,-44000000
60000000,284600000,Tom Hanks,Frank Darabont,189,Fantasy,224600000
60000000,39031337,Gabriel Macht,Frank Miller,103,Action,-20968663
60000000,137587063,Josh Hutcherson,Gábor Csupó,96,Adventure,77587063
60000000,80154140,John Cusack,Gary Fleder,127,Drama,20154140
60000000,104324083,Steven Seagal,Geoff Murphy,100,Action,44324083
60000000,108255770,Ben Kingsley,Graham Annable,97,Animation,48255770
60000000,37141130,Vince Vaughn,Gus Van Sant,105,Horror,-22858870
60000000,90565421,Lily Collins,Harald Zwart,130,Action,30565421
60000000,62357900,Jack Black,Harold Ramis,97,Comedy,2357900
60000000,124596398,Dakota Fanning,Henry Selick,100,Animation,64596398
60000000,57490374,Brendan Fraser,Iain Softley,106,Adventure,-2509626
60000000,37000000,Arnold Schwarzenegger,Ivan Reitman,109,Comedy,-23000000
60000000,74541707,Joaquin Phoenix,Jay Russell,115,Drama,14541707
60000000,48522832,Ralph Fiennes,Jeremiah S. Chechik,89,Thriller,-11477168
60000000,31720158,Robert Downey Jr.,Joe Wright,109,Drama,-28279842
60000000,119940815,George Clooney,Joel Coen,100,Crime,59940815
60000000,56359980,Robert De Niro,John Herzfeld,120,Action,-3640020
60000000,96269812,Ben Affleck,John Woo,119,Action,36269812
60000000,74208267,Aaron Eckhart,Jon Amiel,136,Action,14208267
60000000,73174566,Robert De Niro,Jon Avnet,101,Action,13174566
60000000,35431113,Wesley Snipes,Joseph Ruben,103,Action,-24568887
60000000,8106475,Kirsten Dunst,Juan Diego Solanas,104,Romance,-51893525
60000000,50549107,Chris Pine,Kenneth Branagh,105,Action,-9450893
60000000,87784194,Russell Crowe,Kevin Macdonald,127,Action,27784194
60000000,93375151,Jeff Goldblum,Lawrence Guterman,87,Comedy,33375151
60000000,105178561,Morgan Freeman,Lee Tamahori,104,Crime,45178561
60000000,66976317,Milla Jovovich,Luc Besson,148,Adventure,6976317
60000000,256697520,Bryce Dallas Howard,M. Night Shyamalan,108,Drama,196697520
60000000,163403799,Mark Wahlberg,M. Night Shyamalan,91,Thriller,103403799
60000000,93354918,Sandra Bullock,Marc Lawrence,101,Romance,33354918
60000000,159330280,Bruce Willis,Michael Caton-Jones,124,Action,99330280
60000000,187436818,Al Pacino,Michael Mann,171,Action,127436818
60000000,223664608,Brad Pitt,Neil Jordan,123,Horror,163664608
60000000,26673242,Laurence Fishburne,Paul W.S. Anderson,96,Horror,-33326758
60000000,296221663,Milla Jovovich,Paul W.S. Anderson,97,Action,236221663
60000000,33956608,Penelope Ann Miller,Peter Hyams,110,Horror,-26043392
60000000,118338361,Hugh Grant,Peter Lord,88,Animation,58338361
60000000,264118201,Jim Carrey,Peter Weir,103,Comedy,204118201
60000000,469160692,Will Arnett,Phil Lord,100,Adventure,409160692
60000000,73648228,Thomas Jane,Renny Harlin,105,Horror,13648228
60000000,60052138,Alden Ehrenreich,Richard LaGravenese,124,Fantasy,52138
60000000,43061982,Christian Bale,Rob Bowman,101,Action,-16938018
60000000,186883563,Robert Redford,Robert Redford,170,Drama,126883563
60000000,50877145,Matthew Broderick,Robert Stevenhagen,100,Animation,-9122855
60000000,313542341,Russell Crowe,Ron Howard,135,Drama,253542341
60000000,137783840,Tom Cruise,Ron Howard,140,Adventure,77783840
60000000,105200903,Sean Penn,Ruben Fleischer,113,Crime,45200903
60000000,204594016,Julia Roberts,Ryan Murphy,133,Drama,144594016
60000000,107139399,Kodi Smit-McPhee,Sam Fell,90,Family,47139399
60000000,78309131,Paul Bettany,Scott Stewart,87,Action,18309131
60000000,149705852,John Travolta,Simon West,116,Crime,89705852
60000000,164433867,Eddie Murphy,Steve Carr,92,Comedy,104433867
60000000,135458097,Matt Damon,Steven Soderbergh,106,Drama,75458097
60000000,219417255,Tom Hanks,Steven Spielberg,128,Comedy,159417255
60000000,67312826,Patrick Stewart,Stuart Baird,117,Science Fiction,7312826
60000000,102367405,Tommy Lee Jones,Stuart Baird,131,Thriller,42367405
60000000,361366633,Jason Lee,Tim Hill,92,Comedy,301366633
60000000,26288320,Brad Pitt,Tim Johnson,86,Family,-33711680
60000000,170268750,Ben Stiller,Todd Phillips,101,Comedy,110268750
60000000,52322400,Kevin Costner,Tom Shadyac,104,Drama,-7677600
60000000,17800000,James Franco,Tony Bill,140,Action,-42200000
60000000,157920733,Tom Cruise,Tony Scott,107,Adventure,97920733
60000000,71000000,Tommy Lee Jones,William Friedkin,128,Action,11000000
60795000,73090611,Halle Berry,James Foley,109,Crime,12295611
61000000,95696996,Mark Wahlberg,Antoine Fuqua,124,Action,34696996
61000000,131940411,Denzel Washington,Baltasar Kormákur,109,Action,70940411
61000000,369330363,Ben Affleck,David Fincher,145,Mystery,308330363
61000000,441809770,Hugh Jackman,Tom Hooper,157,Drama,380809770
61000000,311256926,Dylan O'Brien,Wes Ball,132,Action,250256926
62000000,1060056,Jeremy Irons,Adrian Lyne,137,Drama,-60939944
62000000,18720175,Kurt Russell,Demian Lichtenstein,125,Action,-43279825
62000000,127666415,Matthew McConaughey,Jonathan Mostow,116,Action,65666415
62000000,52304001,Charlize Theron,Karyn Kusama,93,Action,-9695999
62000000,41819064,Mike Myers,Marco Schnabel,87,Comedy,-20180936
62000000,215887717,Harrison Ford,Phillip Noyce,141,Action,153887717
62000000,107879496,Michael Douglas,Rob Reiner,106,Comedy,45879496
63000000,100853753,Edward Norton,David Fincher,139,Drama,37853753
63000000,296633907,Mike Myers,Jay Roach,94,Science Fiction,233633907
63000000,25052000,Kevin Costner,Lawrence Kasdan,191,Drama,-37948000
63000000,463517383,Keanu Reeves,Lilly Wachowski,136,Action,400517383
63000000,162945894,Nicolas Cage,Oliver Stone,128,Drama,99945894
63000000,189015611,Sylvester Stallone,Peter MacDonald,102,Action,126015611
63000000,920100000,Sam Neill,Steven Spielberg,127,Adventure,857100000
63000000,183953723,Russell Brand,Tim Hill,95,Animation,120953723
63600000,19412993,Sylvester Stallone,Stephen T. Kay,102,Action,-44187007
64000000,101595121,Marlon Wayans,Keenen Ivory Wayans,98,Comedy,37595121
64000000,97571250,Jeff Bridges,Mark Osborne,92,Adventure,33571250
64000000,74608570,Harrison Ford,Sydney Pollack,133,Drama,10608570
65000000,128107642,Will Ferrell,Adam McKay,98,Comedy,63107642
65000000,163442937,Jack O'Connell,Angelina Jolie,137,Drama,98442937
65000000,117487473,Heath Ledger,Brian Helgeland,132,Adventure,52487473
65000000,128884132,Clint Eastwood,Clint Eastwood,130,Action,63884132
65000000,44806783,Chris Hemsworth,Dan Bradley,93,War,-20193217
65000000,40002112,Jennifer Love Hewitt,Danny Cannon,100,Horror,-24997888
65000000,44091067,Nicolas Cage,David Bowers,94,Animation,-20908933
65000000,84785914,Jake Gyllenhaal,David Fincher,157,Crime,19785914
65000000,128905366,Wesley Snipes,David S. Goyer,123,Science Fiction,63905366
65000000,36850101,Jeff Daniels,Donald Petrie,94,Comedy,-28149899
65000000,39407616,Mickey Rourke,Frank Miller,102,Crime,-25592384
65000000,262797249,Robin Williams,Joe Johnston,104,Adventure,197797249
65000000,64321501,Jonah Bobo,Jon Favreau,101,Family,-678499
65000000,69700000,Bruce Willis,Jon Turteltaub,104,Fantasy,4700000
65000000,179379533,Sacha Baron Cohen,Larry Charles,83,Comedy,114379533
65000000,73706,Charlie Sheen,Lawrence Kasanoff,87,Animation,-64926294
65000000,117758500,Martin Lawrence,Les Mayfield,93,Thriller,52758500
65000000,43545364,Matthew McConaughey,McG,124,Drama,-21454636
65000000,17218080,Bruce Willis,Michael Lehmann,100,Action,-47781920
65000000,172855065,Tim Allen,Michael Lembeck,104,Fantasy,107855065
65000000,217764291,Tom Cruise,Michael Mann,120,Drama,152764291
65000000,415252786,Sarah Jessica Parker,Michael Patrick King,145,Comedy,350252786
65000000,250821495,Tom Hanks,Nora Ephron,119,Comedy,185821495
65000000,235666219,Melissa McCarthy,Paul Feig,120,Action,170666219
65000000,261317921,Arnold Schwarzenegger,Paul Verhoeven,113,Action,196317921
65000000,240159255,Milla Jovovich,Paul W.S. Anderson,95,Action,175159255
65000000,93525586,Rachel Weisz,Peter Jackson,136,Fantasy,28525586
65000000,89456761,Geena Davis,Renny Harlin,120,Action,24456761
65000000,162091208,Tom Cruise,Stanley Kubrick,159,Drama,97091208
65000000,275293450,Daniel Day-Lewis,Steven Spielberg,149,Drama,210293450
65000000,71154592,Aaron Eckhart,Stuart Beattie,92,Horror,6154592
65000000,211780824,Zach Galifianakis,Todd Phillips,95,Comedy,146780824
65000000,133821816,Quvenzhané Wallis,Will Gluck,119,Music,68821816
65000000,422610419,Gerard Butler,Zack Snyder,117,Action,357610419
66000000,57777106,Jason Statham,Gary McKendry,116,Action,-8222894
66000000,99318987,Ron Perlman,Guillermo del Toro,122,Fantasy,33318987
66000000,212404396,Sean Connery,Jon Amiel,112,Romance,146404396
66000000,189198313,David Duchovny,Rob Bowman,121,Mystery,123198313
66000000,203277636,Aaron Paul,Scott Waugh,130,Action,137277636
66000000,177584879,Tom Hiddleston,Steven Spielberg,146,Drama,111584879
67000000,25303038,Colin Firth,Doug Lefler,102,Action,-41696962
67000000,47267001,Bruce Willis,Walter Hill,101,Action,-19732999
68000000,68267862,Ben Stiller,Akiva Schaffer,98,Comedy,267862
68000000,203388341,Tom Cruise,Cameron Crowe,136,Drama,135388341
68000000,211817906,Brad Pitt,David Ayer,135,War,143817906
68000000,698491347,Kristen Stewart,David Slade,124,Adventure,630491347
68000000,71069884,Robert De Niro,Frank Oz,124,Action,3069884
68000000,29762011,Hank Azaria,Kinka Usher,121,Adventure,-38237989
68000000,75715436,Morgan Freeman,Lawrence Kasdan,136,Drama,7715436
68000000,118063304,Val Kilmer,Phillip Noyce,116,Thriller,50063304
68000000,215863606,Mark Wahlberg,Seth MacFarlane,115,Comedy,147863606
69000000,86387857,Steve Carell,Jay Roach,114,Comedy,17387857
69000000,543513985,Steve Carell,Pierre Coffin,95,Action,474513985
69000000,112265139,Benjamin Walker,Timur Bekmambetov,94,Action,43265139
70000000,39041505,Rachel Weisz,Alejandro Amenábar,127,Adventure,-30958495
70000000,55011732,Kevin Costner,Andrew Davis,139,Action,-14988268
70000000,111231041,Matthew McConaughey,Andy Tennant,112,Comedy,41231041
70000000,368100420,Will Smith,Andy Tennant,118,Comedy,298100420
70000000,85632458,Bruce Willis,Antoine Fuqua,121,Action,15632458
70000000,161025640,Gerard Butler,Antoine Fuqua,120,Action,91025640
70000000,33561137,Eddie Murphy,Betty Thomas,97,Action,-36438863
70000000,154937680,Jamie Foxx,Bill Condon,134,Drama,84937680
70000000,23159305,Jennifer Aniston,Brad Bird,86,Adventure,-46840695
70000000,218613188,Val Kilmer,Brenda Chapman,99,Adventure,148613188
70000000,177841558,Tommy Lee Jones,Bruce Beresford,105,Drama,107841558
70000000,348840316,Zac Efron,Chris Renaud,86,Animation,278840316
70000000,18662027,Lea Michele,Dan St. Pierre,88,Animation,-51337973
70000000,116672912,Denzel Washington,Edward Zwick,116,Drama,46672912
70000000,309457509,Julia Roberts,Garry Marshall,116,Comedy,239457509
70000000,215529201,Luke Evans,Gary Shore,92,Horror,145529201
70000000,154984035,Matt Damon,George Clooney,118,War,84984035
70000000,32287044,Bruce Willis,Gregory Hoblit,125,Drama,-37712956
70000000,11263966,Cuba Gooding Jr.,Hugh Johnson,101,Action,-58736034
70000000,164000000,Harrison Ford,Ivan Reitman,98,Action,94000000
70000000,90000098,Ed Harris,James Cameron,139,Adventure,20000098
70000000,131457682,Brad Pitt,Jean-Jacques Annaud,136,History,61457682
70000000,96976270,Jude Law,Jean-Jacques Annaud,131,War,26976270
70000000,162000000,Sigourney Weaver,Jean-Pierre Jeunet,109,Science Fiction,92000000
70000000,65977295,Anthony Hopkins,Joel Schumacher,116,Action,-4022705
70000000,154648887,Gerard Butler,Joel Schumacher,143,Thriller,84648887
70000000,118000000,Patrick Stewart,Jonathan Frakes,103,Science Fiction,48000000
70000000,202466756,Aaron Eckhart,Jonathan Liebesman,116,Action,132466756
70000000,104945765,Dwayne Johnson,Jorge Blanco,91,Science Fiction,34945765
70000000,57958696,Jude Law,Kerry Conran,107,Mystery,-12041304
70000000,18211013,Nicolas Cage,Lee Tamahori,96,Action,-51788987
70000000,132400000,Kate Beckinsale,Måns Mårlind,88,Fantasy,62400000
70000000,72108608,Vin Diesel,Mathieu Kassovitz,101,Action,2108608
70000000,135560026,Claire Danes,Matthew Vaughn,127,Adventure,65560026
70000000,38629478,Sharon Stone,Michael Caton-Jones,114,Crime,-31370522
70000000,17752940,Chris Hemsworth,Michael Mann,133,Mystery,-52247060
70000000,19870567,Morgan Freeman,Mikael Salomon,97,Thriller,-50129433
70000000,374111707,Helen Hunt,Nancy Meyers,127,Comedy,304111707
70000000,69766619,Jodie Foster,Neil Jordan,122,Crime,-233381
70000000,134748021,Michael Douglas,Oliver Stone,133,Drama,64748021
70000000,442824138,Matt Damon,Paul Greengrass,115,Action,372824138
70000000,171183863,Sanaa Lathan,Paul W.S. Anderson,101,Adventure,101183863
70000000,86658558,Jamie Foxx,Peter Berg,110,Thriller,16658558
70000000,171844840,Vince Vaughn,Peter Billingsley,113,Comedy,101844840
70000000,225990978,Jim Carrey,Peyton Reed,104,Comedy,155990978
70000000,319131050,Brad Pitt,Quentin Tarantino,153,Drama,249131050
70000000,240031094,Bruce Willis,Renny Harlin,124,Action,170031094
70000000,61279452,Kellan Lutz,Renny Harlin,99,Action,-8720548
70000000,255000211,Sylvester Stallone,Renny Harlin,112,Action,185000211
70000000,113280098,Leonardo DiCaprio,Ridley Scott,128,Action,43280098
70000000,277448382,Vin Diesel,Rob Cohen,124,Action,207448382
70000000,88933562,Jennifer Aniston,Rob Reiner,97,Comedy,18933562
70000000,329803958,Bob Hoskins,Robert Zemeckis,104,Fantasy,259803958
70000000,195735876,Ray Winstone,Robert Zemeckis,115,Animation,125735876
70000000,67112664,Kevin James,Ron Howard,111,Comedy,-2887336
70000000,58058367,Adam Sandler,Sean Anders,116,Comedy,-11941633
70000000,176104344,Eddie Murphy,Steve Carr,87,Comedy,106104344
70000000,130358911,Eric Bana,Steven Spielberg,164,Drama,60358911
70000000,300854823,Robin Williams,Steven Spielberg,144,Adventure,230854823
70000000,481840909,Tom Hanks,Steven Spielberg,169,Drama,411840909
70000000,56702901,John Travolta,Steven Zaillian,115,Drama,-13297099
70000000,122919055,Ewan McGregor,Tim Burton,125,Adventure,52919055
70000000,101371017,Jack Nicholson,Tim Burton,106,Comedy,31371017
70000000,130293714,Denzel Washington,Tony Scott,146,Action,60293714
70000000,19924033,Antonio Banderas,Wych Kaosayananda,91,Action,-50075967
71000000,294456605,Eddie Murphy,Betty Thomas,85,Comedy,223456605
72000000,37317558,Jim Carrey,Frank Darabont,152,Drama,-34682442
72000000,408247917,Mel Gibson,M. Night Shyamalan,106,Drama,336247917
72000000,210000000,Mel Gibson,Mel Gibson,177,Action,138000000
72000000,27642707,Robert Redford,Rod Lurie,131,Action,-44357293
72000000,96889998,Jamie Foxx,Sam Mendes,125,Drama,24889998
72500000,162966177,Will Ferrell,Adam McKay,116,Comedy,90466177
73000000,103891409,Nicolas Cage,Brian De Palma,98,Crime,30891409
73000000,151493655,Denzel Washington,Phillip Noyce,118,Drama,78493655
73000000,229074524,Jeff Goldblum,Steven Spielberg,129,Adventure,156074524
74000000,1156730962,Sandra Bullock,Kyle Balda,91,Family,1082730962
74000000,311594032,Tom Kenny,Paul Tibbitt,93,Family,237594032
74500000,62172050,Maï Anh Le,Jean-Jacques Annaud,109,Adventure,-12327950
75000000,59418613,Tom Cruise,Adam Shankman,123,Comedy,-15581387
75000000,67631903,Bruce Willis,Barry Levinson,123,Action,-7368097
75000000,13100000,Dustin Hoffman,Barry Levinson,134,Science Fiction,-61900000
75000000,443140005,Zachary Levi,Betty Thomas,88,Comedy,368140005
75000000,367275019,Will Smith,Bibo Bergeron,90,Animation,292275019
75000000,13596911,Chris Rock,Bobby Farrelly,95,Adventure,-61403089
75000000,152930623,Ben Stiller,Brett Ratner,104,Action,77930623
75000000,93888180,Sandra Bullock,Bronwen Hughes,105,Comedy,18888180
75000000,157299717,Patrick Stewart,Bryan Singer,104,Adventure,82299717
75000000,200276000,Tom Cruise,Bryan Singer,121,Drama,125276000
75000000,260696994,Robin Williams,Chris Wedge,91,Animation,185696994
75000000,108000000,George Clooney,David O. Russell,114,Action,33000000
75000000,527068851,Dan Castellaneta,David Silverman,87,Animation,452068851
75000000,36754634,Matt Damon,Don Bluth,94,Animation,-38245366
75000000,532680671,Ben Stiller,Eric Darnell,86,Family,457680671
75000000,691210692,Jennifer Lawrence,Gary Ross,142,Science Fiction,616210692
75000000,140175006,Ryan Newman,Gil Kenan,91,Animation,65175006
75000000,46683377,Sandra Bullock,Griffin Dunne,104,Drama,-28316623
75000000,108145109,Henry Cavill,Guy Ritchie,116,Comedy,33145109
75000000,54249294,John Travolta,Harold Becker,89,Mystery,-20750706
75000000,5409517,Brendan Fraser,Henry Selick,93,Adventure,-69590483
75000000,14010690,Jamie Lee Curtis,John Bruno,99,Horror,-60989310
75000000,61458982,Adam Sandler,Judd Apatow,146,Comedy,-13541018
75000000,117698894,Jesse Eisenberg,Louis Leterrier,115,Thriller,42698894
75000000,248118121,Bruce Willis,M. Night Shyamalan,106,Action,173118121
75000000,42285169,Paul Giamatti,M. Night Shyamalan,110,Drama,-32714831
75000000,142400065,Antonio Banderas,Martin Campbell,129,Action,67400065
75000000,215663859,Chris O'Donnell,Martin Campbell,124,Action,140663859
75000000,335062621,Sean Connery,Michael Bay,136,Action,260062621
75000000,342695435,Jason Lee,Mike Mitchell,87,Comedy,267695435
75000000,119000410,Tom Hanks,Mike Nichols,102,Comedy,44000410
75000000,140464664,Robert Duvall,Mimi Leder,120,Action,65464664
75000000,288500217,Matt Damon,Paul Greengrass,108,Action,213500217
75000000,14567883,Kurt Russell,Paul W.S. Anderson,99,Action,-60432117
75000000,132274484,Milla Jovovich,Paul W.S. Anderson,110,Adventure,57274484
75000000,196482882,Adam Sandler,Peter Segal,99,Comedy,121482882
75000000,195745823,Adam Sandler,Peter Segal,106,Comedy,120745823
75000000,19598588,Johnny Depp,Rand Ravich,109,Drama,-55401412
75000000,114660784,Mel Gibson,Randall Wallace,138,Action,39660784
75000000,136982834,Mel Gibson,Richard Donner,135,Action,61982834
75000000,98159963,Katherine Heigl,Robert Luketic,100,Action,23159963
75000000,816969268,Will Smith,Roland Emmerich,145,Action,741969268
75000000,152368585,Kurt Russell,Ron Howard,137,Action,77368585
75000000,51142659,Harrison Ford,Ron Shelton,116,Action,-23857341
75000000,29000000,Steve Martin,Sam Weisman,90,Comedy,-46000000
75000000,224012234,Nicolas Cage,Simon West,115,Action,149012234
75000000,226904017,Mickey Rourke,Tarsem Singh,110,Fantasy,151904017
75000000,258270008,Angelina Jolie,Timur Bekmambetov,110,Action,183270008
75000000,180557550,Denzel Washington,Tony Scott,126,Action,105557550
76000000,69959751,Clive Owen,Alfonso Cuarón,109,Drama,-6040249
76000000,35134820,Rene Russo,Des McAnuff,88,Adventure,-40865180
76000000,236350661,Paul Walker,John Singleton,107,Action,160350661
76000000,970761885,Steve Carell,Pierre Coffin,98,Animation,894761885
78000000,209196298,Anthony Hopkins,Brett Ratner,124,Crime,131196298
78000000,248384621,Bill Hader,Cody Cameron,95,Animation,170384621
78000000,179179718,Ben Affleck,Mark Steven Johnson,103,Fantasy,101179718
78000000,179265204,Sean Connery,Stephen Norrington,110,Fantasy,101265204
78146652,60000000,Clive Owen,Tony Gilroy,125,Thriller,-18146652
79000000,173013509,Jude Law,Anthony Minghella,154,Drama,94013509
79000000,355692760,Dwayne Johnson,Brad Peyton,94,Adventure,276692760
79000000,149673788,Adam Sandler,Dennis Dugan,91,Comedy,70673788
79000000,926287400,Elijah Wood,Peter Jackson,179,Adventure,847287400
80000000,212874442,Adam Sandler,Adam Shankman,99,Fantasy,132874442
80000000,157107755,Denzel Washington,Albert Hughes,118,Action,77107755
80000000,33463969,Val Kilmer,Antony Hoffman,106,Thriller,-46536031
80000000,457696359,Tom Cruise,Brian De Palma,110,Adventure,377696359
80000000,660940780,Ray Romano,Carlos Saldanha,91,Animation,580940780
80000000,116643346,Samuel L. Jackson,Clark Johnson,117,Action,36643346
80000000,178066569,Shia LaBeouf,D.J. Caruso,118,Mystery,98066569
80000000,145771527,Chris Sanders,Dean DeBlois,85,Animation,65771527
80000000,271430189,Adam Sandler,Dennis Dugan,102,Comedy,191430189
80000000,246984278,Adam Sandler,Dennis Dugan,100,Comedy,166984278
80000000,214918407,Jennifer Aniston,Dennis Dugan,117,Romance,134918407
80000000,201584141,Dan Aykroyd,Eric Brevig,80,Comedy,121584141
80000000,169852759,Kevin James,Frank Coraci,102,Comedy,89852759
80000000,466183544,Adam Sandler,Genndy Tartakovsky,89,Animation,386183544
80000000,176885658,Robert De Niro,Harold Ramis,103,Comedy,96885658
80000000,98376292,David Duchovny,Ivan Reitman,101,Action,18376292
80000000,55041367,Adam Sandler,James L. Brooks,130,Comedy,-24958633
80000000,91188905,Liam Neeson,Jan de Bont,113,Horror,11188905
80000000,516642939,Ben Stiller,Jay Roach,115,Comedy,436642939
80000000,68514844,Brendan Fraser,Joe Dante,90,Animation,-11485156
80000000,230000000,Michael Jordan,Joe Pytka,88,Animation,150000000
80000000,10166502,Benjamin Bratt,John Dahl,132,Action,-69833498
80000000,245676146,John Travolta,John Woo,138,Action,165676146
80000000,96105964,Denzel Washington,Jonathan Demme,129,Drama,16105964
80000000,122444772,Bruce Willis,Jonathan Mostow,89,Action,42444772
80000000,122563539,Matt Damon,Kelly Asbury,83,Western,42563539
80000000,17626234,Kevin Costner,Kevin Costner,177,Drama,-62373766
80000000,177977226,Robin Williams,Les Mayfield,93,Comedy,97977226
80000000,118880016,Kevin Costner,Luis Mandoki,131,Drama,38880016
80000000,74901339,Mel Gibson,Martin Campbell,117,Crime,-5098661
80000000,294804195,Leonardo DiCaprio,Martin Scorsese,138,Drama,214804195
80000000,214104620,Christian Bale,Michael Mann,140,History,134104620
80000000,266728738,Jack Nicholson,Nancy Meyers,128,Drama,186728738
80000000,126546518,Charlie Rowe,Neil Nightingale,87,Animation,46546518
80000000,15071514,Nicole Kidman,Oliver Hirschbiegel,99,Science Fiction,-64928486
